transaction_id,invoice_number,date,sku,product_name,brand,category,supplier,city,state,quantity,unit_price_brl,cost_price_brl,total_value_brl,channel,customer_type,payment_method,total_cost_brl,gross_profit_brl,gross_margin_pct
fa21c16a-d199-41bd-83f5-09b06c43bb28,INV100011,2025-08-03,SUC_MAG_900ML,Suco Maguary 900ml,Maguary,Bebidas,Distribuidora ABC,Porto Alegre,SP,19,6.81,4.83,129.39,E-commerce B2B,Hortifruti,Cartão,91.77,37.62,29.07
0676deb4-5bcc-4d5b-bd90-08e21d1608de,INV100012,2025-07-27,LEC_NES_170G,Leite Condensado Nestlé 395g,Nestlé,Alimentos,Supply Brasil,Salvador,RS,10,6.41,4.4,64.1,E-commerce B2B,Hortifruti,Pix,44.0,20.1,31.36
07b7decf-1909-4e00-9a32-ef61de1caf39,INV100013,2025-08-24,BIS_NES_126G,Biscoito Bono Nestlé 126g,Nestlé,Alimentos,Atacado Norte,Belo Horizonte,RS,4,4.36,2.79,17.44,E-commerce B2B,Padaria,Cartão,11.16,6.28,36.01
1d1290c7-4eea-42f2-8c29-5edc4f3e0c73,INV100014,2025-08-20,BIS_NES_126G,Biscoito Bono Nestlé 126g,Nestlé,Alimentos,Supply Brasil,Fortaleza,BA,9,4.48,2.88,40.32,Loja Física,Restaurante,Cartão,25.92,14.4,35.71
5a2391e6-8394-466e-a578-d462ffefb3ac,INV100015,2025-07-19,FRI_SAL_1KG,Sal Refinado Cisne 1kg,Cisne,Alimentos,Distribuidora ABC,Belo Horizonte,MG,5,3.05,1.83,15.25,E-commerce B2B,Hortifruti,Cartão,9.15,6.1,40.0
de00c0f8-c174-4c11-b820-eece45911def,INV100016,2025-08-07,PAP_NEV_4RL,Papel Higiênico Neve 4 rolos,Neve,Higiene,Central de Marcas,Belém,PR,4,9.24,6.39,36.96,Representante,Mercado,Pix,25.56,11.4,30.84
c5367a16-6127-4587-ba35-609b6f126f9c,INV100017,2025-07-21,BOL_CAC_400G,Bolo Caseiro Congelado 400g,ArteBakery,Alimentos,Supply Brasil,Curitiba,BA,9,8.33,5.52,74.97,Loja Física,Hortifruti,Boleto,49.68,25.29,33.73
d166dad5-717e-4efe-aed8-571102fd7077,INV100018,2025-07-14,OLE_COZ_900G,Manteiga Qualy 500g,Qualy,Alimentos,Atacado Norte,Belém,MG,11,10.08,6.41,110.88,E-commerce B2B,Mercado,Pix,70.51,40.37,36.41
ad06f7d9-5e25-463c-9bd7-47061db9f476,INV100019,2025-08-02,SUC_MAG_900ML,Suco Maguary 900ml,Maguary,Bebidas,Supply Brasil,Brasília,RS,22,7.18,4.88,157.96,Loja Física,Restaurante,Cartão,107.36,50.6,32.03
70579d5f-0946-4c7e-b113-30e3b27cf6ef,INV100020,2025-09-01,LEC_NES_170G,Leite Condensado Nestlé 395g,Nestlé,Alimentos,Distribuidora ABC,Brasília,BA,9,6.78,4.43,61.02,Loja Física,Mercado,Dinheiro,39.87,21.15,34.66
64938a44-4fe2-4d19-8b56-b638e4f54054,INV100021,2025-09-08,PAP_TOA_8RL,Toalha de Papel Cozinha 8 rolos,Scott,Higiene,Atacado Norte,Porto Alegre,SP,9,15.97,10.6,143.73,Loja Física,Padaria,Dinheiro,95.4,48.33,33.63
fea9c23b-3a18-4448-883a-3804c7f32895,INV100022,2025-07-19,FRI_SAL_1KG,Sal Refinado Cisne 1kg,Cisne,Alimentos,Distribuidora ABC,Belém,MG,11,2.86,1.83,31.46,Loja Física,Hortifruti,Dinheiro,20.13,11.33,36.01
11ab126b-0653-49e4-afa0-2c30c1a598e1,INV100023,2025-07-24,MAC_RNT_500G,Macarrão Espaguete Renata 500g,Renata,Alimentos,Supply Brasil,Fortaleza,RS,8,4.02,2.6,32.16,Representante,Restaurante,Pix,20.8,11.36,35.32
4a0bfa62-785f-4919-8c17-d5128e2e4145,INV100024,2025-08-08,PAP_TOA_8RL,Toalha de Papel Cozinha 8 rolos,Scott,Higiene,Atacado Norte,Manaus,PA,17,16.58,10.32,281.86,Loja Física,Restaurante,Boleto,175.44,106.42,37.76
9d2ab84e-92ac-4404-914f-030121e6d830,INV100025,2025-08-04,ARZ_TJO_5KG,Arroz Tio João 5kg,Tio João,Alimentos,Supply Brasil,Porto Alegre,DF,5,24.82,17.88,124.1,Loja Física,Mercado,Pix,89.4,34.7,27.96
3a256dac-5929-4fd2-8c76-9ab4db5975d1,INV100026,2025-07-17,FAR_DBN_1KG,Farinha de Trigo Dona Benta 1kg,Dona Benta,Alimentos,Distribuidora ABC,Salvador,RJ,5,6.54,4.15,32.7,E-commerce B2B,Revenda,Pix,20.75,11.95,36.54
78e1a493-c623-4062-a4ef-1599dc7ac693,INV100027,2025-07-27,QUE_POL_300G,Queijo Prato Fatiado 300g (marca genérica),Laticínios BR,Alimentos,Supply Brasil,Brasília,AM,9,18.46,12.92,166.14,Loja Física,Hortifruti,Pix,116.28,49.86,30.01
1900809c-c9d0-4095-b412-4806a4308efe,INV100028,2025-07-26,OLE_SOY_900ML,Óleo de Soja Soya 900ml,Soya,Alimentos,Central de Marcas,Salvador,CE,9,7.44,5.39,66.96,Loja Física,Mercado,Pix,48.51,18.45,27.55
ee6421de-c841-4eaa-89cd-d7808c97d8ab,INV100029,2025-08-24,OLE_SOY_900ML,Óleo de Soja Soya 900ml,Soya,Alimentos,Central de Marcas,Salvador,RJ,4,7.85,5.28,31.4,Loja Física,Restaurante,Cartão,21.12,10.28,32.74
2f9bf3c0-b530-4e38-87e7-c4dbf7a0c034,INV100030,2025-07-22,BIS_NES_126G,Biscoito Bono Nestlé 126g,Nestlé,Alimentos,Atacado Norte,Manaus,RS,6,4.5,2.87,27.0,Representante,Mercado,Cartão,17.22,9.78,36.22
44e791f7-9f4a-40b6-8afe-b1241449df6a,INV100031,2025-09-07,SUC_MAG_900ML,Suco Maguary 900ml,Maguary,Bebidas,Distribuidora ABC,São Paulo,PA,22,7.54,4.81,165.88,E-commerce B2B,Mercado,Dinheiro,105.82,60.06,36.21
75296883-b1a2-429b-8c6b-016514952487,INV100032,2025-09-06,FAR_DBN_1KG,Farinha de Trigo Dona Benta 1kg,Dona Benta,Alimentos,Central de Marcas,Manaus,AM,10,6.15,3.95,61.5,Loja Física,Hortifruti,Dinheiro,39.5,22.0,35.77
fd9c8152-4235-4af4-8c0e-983bb8da8b02,INV100033,2025-07-24,DET_YPE_500ML,Detergente Ypê 500ml,Ypê,Limpeza,Central de Marcas,Curitiba,AM,14,3.29,1.81,46.06,Loja Física,Padaria,Pix,25.34,20.72,44.98
73756d2c-884a-4535-a84f-880a9efa42f6,INV100034,2025-08-14,ACU_UNI_1KG,Açúcar União 1kg,União,Alimentos,Atacado Norte,Porto Alegre,SP,13,4.3,3.05,55.9,E-commerce B2B,Padaria,Boleto,39.65,16.25,29.07
2bcf7ded-cc4c-4b69-8cb8-adaf4c928ac6,INV100035,2025-08-03,FEJ_KCL_1KG,Feijão Carioca Kicaldo 1kg,Kicaldo,Alimentos,Supply Brasil,Manaus,PA,7,8.99,5.98,62.93,Representante,Padaria,Boleto,41.86,21.07,33.48
1433021f-0908-4033-b0f1-75cc9a422bd4,INV100036,2025-08-15,OLE_SOY_900ML,Óleo de Soja Soya 900ml,Soya,Alimentos,Mega Fornecedores,Rio de Janeiro,DF,11,7.77,5.13,85.47,Loja Física,Restaurante,Cartão,56.43,29.04,33.98
92b64ab0-196a-40c6-a5c7-eeaa2e4daf9f,INV100037,2025-09-08,MOL_TOM_340G,Molho de Tomate Quero 340g,Quero,Alimentos,Supply Brasil,Brasília,SP,7,3.63,2.18,25.41,E-commerce B2B,Hortifruti,Pix,15.26,10.15,39.94
8b9ad0ed-87bc-4600-ac1b-2b0a7aa62ad2,INV100038,2025-08-19,QUE_POL_300G,Queijo Prato Fatiado 300g (marca genérica),Laticínios BR,Alimentos,Atacado Norte,Porto Alegre,BA,4,19.55,12.38,78.2,Loja Física,Hortifruti,Boleto,49.52,28.68,36.68
8eb4a28b-6239-40f8-8f68-ff3f0d95a6d6,INV100039,2025-08-24,MAC_RNT_500G,Macarrão Espaguete Renata 500g,Renata,Alimentos,Atacado Norte,Rio de Janeiro,SP,10,3.9,2.58,39.0,Loja Física,Padaria,Dinheiro,25.8,13.2,33.85
23037a72-b1fc-4954-a359-7d320353918f,INV100040,2025-07-18,QUE_POL_300G,Queijo Prato Fatiado 300g (marca genérica),Laticínios BR,Alimentos,Supply Brasil,Curitiba,MG,5,18.84,12.6,94.2,Representante,Mercado,Pix,63.0,31.2,33.12
3341b28e-c8cd-4d33-8bdf-33d2052ee147,INV100041,2025-08-06,MAC_RNT_500G,Macarrão Espaguete Renata 500g,Renata,Alimentos,Central de Marcas,Belém,PR,6,3.91,2.65,23.46,E-commerce B2B,Padaria,Boleto,15.9,7.56,32.23
eb92cf64-0082-41f5-94c6-238f952d2ff0,INV100042,2025-09-04,MOL_TOM_340G,Molho de Tomate Quero 340g,Quero,Alimentos,Distribuidora ABC,Belo Horizonte,PR,11,3.59,2.24,39.49,Loja Física,Mercado,Pix,24.64,14.85,37.6
deae6201-9b99-4f99-b586-21db89b287ec,INV100043,2025-07-23,MAC_RNT_500G,Macarrão Espaguete Renata 500g,Renata,Alimentos,Supply Brasil,Porto Alegre,BA,6,3.94,2.7,23.64,Loja Física,Revenda,Cartão,16.2,7.44,31.47
b84bda11-ddb0-4206-bc6c-f7205e3acf3e,INV100044,2025-07-30,LEC_NES_170G,Leite Condensado Nestlé 395g,Nestlé,Alimentos,Distribuidora ABC,Rio de Janeiro,CE,12,6.78,4.38,81.36,E-commerce B2B,Mercado,Boleto,52.56,28.8,35.4
9c3a156d-19da-47ec-a409-37e4825338fd,INV100045,2025-09-01,CER_SKL_350ML,Cerveja Skol 350ml,Skol,Bebidas,Atacado Norte,Belo Horizonte,AM,21,3.47,2.03,72.87,E-commerce B2B,Hortifruti,Cartão,42.63,30.24,41.5
47bba875-55c7-4413-b9e5-44d1e5439e12,INV100046,2025-07-21,FEJ_KCL_1KG,Feijão Carioca Kicaldo 1kg,Kicaldo,Alimentos,Mega Fornecedores,Belém,SP,7,8.96,6.25,62.72,E-commerce B2B,Padaria,Cartão,43.75,18.97,30.25
721ae2b4-b90e-42e5-b9e6-cda452e979cc,INV100047,2025-08-10,CER_SKL_350ML,Cerveja Skol 350ml,Skol,Bebidas,Atacado Norte,Salvador,SP,24,3.4,2.13,81.6,Representante,Restaurante,Pix,51.12,30.48,37.35
b8ddf164-205d-427e-8a96-6caacc94e70b,INV100048,2025-08-25,OLE_SOY_900ML,Óleo de Soja Soya 900ml,Soya,Alimentos,Supply Brasil,Fortaleza,DF,4,7.96,5.19,31.84,E-commerce B2B,Restaurante,Pix,20.76,11.08,34.8
145a5473-2c34-4ad5-8dc0-c54ee9139687,INV100049,2025-09-03,CRE_NES_200G,Creme de Leite Nestlé 200g,Nestlé,Alimentos,Central de Marcas,São Paulo,MG,11,4.7,3.12,51.7,E-commerce B2B,Revenda,Pix,34.32,17.38,33.62
6ce22f26-52f2-402f-ae8f-0681b704341c,INV100050,2025-08-09,CRE_NES_200G,Creme de Leite Nestlé 200g,Nestlé,Alimentos,Mega Fornecedores,Curitiba,MG,5,4.54,3.13,22.7,E-commerce B2B,Mercado,Cartão,15.65,7.05,31.06
55e56b76-ea32-4ec5-8c65-245ecac99d43,INV100051,2025-07-16,SUC_MAG_900ML,Suco Maguary 900ml,Maguary,Bebidas,Mega Fornecedores,Porto Alegre,AM,15,7.38,4.7,110.7,Loja Física,Restaurante,Boleto,70.5,40.2,36.31
7b12b05f-d1d1-47cd-bd3b-5dc0726c4b7c,INV100052,2025-08-25,LEI_ITL_1L,Leite UHT Italac 1L,Italac,Alimentos,Atacado Norte,Curitiba,RJ,7,4.78,3.29,33.46,Representante,Revenda,Cartão,23.03,10.43,31.17
5f472c06-3c8a-4ae8-a23a-94fd73b8eb56,INV100053,2025-08-15,PAP_NEV_4RL,Papel Higiênico Neve 4 rolos,Neve,Higiene,Supply Brasil,Salvador,SP,9,9.66,6.24,86.94,Loja Física,Revenda,Boleto,56.16,30.78,35.4
be4c14a4-78a3-4dff-a78a-3b1d20ef0ead,INV100054,2025-07-30,ARZ_TJO_5KG,Arroz Tio João 5kg,Tio João,Alimentos,Supply Brasil,Fortaleza,BA,7,25.01,17.61,175.07,E-commerce B2B,Revenda,Cartão,123.27,51.8,29.59
05bc43c1-ec7d-4444-8e55-ba7ee6aec7b7,INV100055,2025-08-15,OLE_SOY_900ML,Óleo de Soja Soya 900ml,Soya,Alimentos,Supply Brasil,Porto Alegre,PR,10,7.66,5.13,76.6,Loja Física,Hortifruti,Boleto,51.3,25.3,33.03
216b7b4e-2164-4015-9906-d6d1561bae9b,INV100056,2025-09-11,CRE_NES_200G,Creme de Leite Nestlé 200g,Nestlé,Alimentos,Mega Fornecedores,Salvador,CE,8,4.61,3.07,36.88,Loja Física,Revenda,Cartão,24.56,12.32,33.41
09b5fdde-80f7-4a79-a80d-9b832b6b15fa,INV100057,2025-08-25,SUC_MAG_900ML,Suco Maguary 900ml,Maguary,Bebidas,Atacado Norte,Belém,PR,19,7.45,4.83,141.55,E-commerce B2B,Revenda,Cartão,91.77,49.78,35.17
069b0888-a1a0-4efa-b523-ceea0103faa8,INV100058,2025-08-01,MOL_TOM_340G,Molho de Tomate Quero 340g,Quero,Alimentos,Mega Fornecedores,Fortaleza,CE,9,3.63,2.08,32.67,E-commerce B2B,Restaurante,Cartão,18.72,13.95,42.7
274266c4-9f73-44f6-953b-2ac95bda6720,INV100059,2025-08-02,REF_COCA_2L,Refrigerante Coca-Cola 2L,Coca-Cola,Bebidas,Distribuidora ABC,Curitiba,PR,20,9.74,6.45,194.8,Loja Física,Padaria,Cartão,129.0,65.8,33.78
15e5bba2-92d0-433e-80d0-1241bc4440d7,INV100060,2025-08-03,OMO_LIQ_3L,Líquido para lavar Omo 3L,Omo,Limpeza,Central de Marcas,Porto Alegre,PA,18,45.5,29.64,819.0,Loja Física,Restaurante,Pix,533.52,285.48,34.86
bac0026d-7e34-4222-a08a-0123d241f979,INV100061,2025-08-01,QUE_POL_300G,Queijo Prato Fatiado 300g (marca genérica),Laticínios BR,Alimentos,Supply Brasil,Salvador,RJ,8,18.72,12.42,149.76,E-commerce B2B,Restaurante,Pix,99.36,50.4,33.65
bc498d72-94b4-4e6c-bc30-ed867df6e890,INV100062,2025-07-28,CRE_NES_200G,Creme de Leite Nestlé 200g,Nestlé,Alimentos,Mega Fornecedores,São Paulo,SP,12,4.75,3.09,57.0,Loja Física,Hortifruti,Cartão,37.08,19.92,34.95
c2cebdb7-0a17-402a-8904-f8bfd6d51d66,INV100063,2025-09-01,FEJ_KCL_1KG,Feijão Carioca Kicaldo 1kg,Kicaldo,Alimentos,Central de Marcas,Brasília,RS,9,9.07,6.27,81.63,E-commerce B2B,Hortifruti,Cartão,56.43,25.2,30.87
e0d03ff2-a769-4a85-a6d1-2dd7d6b90586,INV100064,2025-07-29,ACU_UNI_1KG,Açúcar União 1kg,União,Alimentos,Distribuidora ABC,Rio de Janeiro,CE,6,4.39,3.02,26.34,Loja Física,Padaria,Cartão,18.12,8.22,31.21
83eb8c0c-988d-4fd6-b9b1-f2ab300e96e4,INV100065,2025-08-18,FAR_DBN_1KG,Farinha de Trigo Dona Benta 1kg,Dona Benta,Alimentos,Distribuidora ABC,Manaus,MG,8,6.24,3.93,49.92,E-commerce B2B,Padaria,Dinheiro,31.44,18.48,37.02
944468c1-9558-4d85-b0a3-e0b5c5b072ce,INV100066,2025-08-21,CAF_PIL_500G,Café Pilão 500g,Pilão,Alimentos,Central de Marcas,Brasília,PA,10,12.57,8.95,125.7,Loja Física,Padaria,Cartão,89.5,36.2,28.8
1d294e13-5d01-488a-82f0-33956d3a49ee,INV100067,2025-07-24,FRI_SAL_1KG,Sal Refinado Cisne 1kg,Cisne,Alimentos,Central de Marcas,Manaus,PR,9,2.78,1.87,25.02,E-commerce B2B,Revenda,Pix,16.83,8.19,32.73
8ea0321f-c1f8-482a-8713-c3754afd51a2,INV100068,2025-08-16,AGU_SGN_20L,Água Mineral São Geraldo 20L,São Geraldo,Bebidas,Mega Fornecedores,Curitiba,AM,10,29.09,17.4,290.9,Loja Física,Revenda,Boleto,174.0,116.9,40.19
55daade8-c708-4c75-b078-dcb9aebdef82,INV100069,2025-08-04,CAF_PIL_500G,Café Pilão 500g,Pilão,Alimentos,Supply Brasil,Rio de Janeiro,MG,8,12.5,8.28,100.0,Loja Física,Hortifruti,Pix,66.24,33.76,33.76
58d66f61-165b-41b1-8f55-6944c2277739,INV100070,2025-08-28,LEI_ITL_1L,Leite UHT Italac 1L,Italac,Alimentos,Central de Marcas,Fortaleza,BA,7,4.68,3.29,32.76,E-commerce B2B,Hortifruti,Boleto,23.03,9.73,29.7
19d8c9f4-963c-4aa2-bc8c-a7b0f61d6f86,INV100071,2025-09-05,BIS_NES_126G,Biscoito Bono Nestlé 126g,Nestlé,Alimentos,Supply Brasil,São Paulo,DF,8,4.3,2.77,34.4,Loja Física,Mercado,Dinheiro,22.16,12.24,35.58
434002a5-5db6-4b2c-ac01-87ffa5136c2b,INV100072,2025-08-02,FRI_SAL_1KG,Sal Refinado Cisne 1kg,Cisne,Alimentos,Central de Marcas,Belém,PA,8,2.93,1.79,23.44,E-commerce B2B,Restaurante,Cartão,14.32,9.12,38.91
db988aba-abe8-4272-9b8a-4987ebb41e65,INV100073,2025-07-31,BIS_NES_126G,Biscoito Bono Nestlé 126g,Nestlé,Alimentos,Distribuidora ABC,Fortaleza,BA,6,4.42,2.87,26.52,E-commerce B2B,Hortifruti,Pix,17.22,9.3,35.07
ab7bdb8f-110a-41f7-838b-495b51c9424d,INV100074,2025-09-05,OMO_LIQ_3L,Líquido para lavar Omo 3L,Omo,Limpeza,Mega Fornecedores,Brasília,PA,15,44.53,29.86,667.95,Loja Física,Hortifruti,Cartão,447.9,220.05,32.94
1906f628-8a62-49be-92c2-e32f42b5caa4,INV100075,2025-08-25,ARZ_TJO_5KG,Arroz Tio João 5kg,Tio João,Alimentos,Central de Marcas,Belo Horizonte,AM,9,24.22,18.64,217.98,Loja Física,Revenda,Cartão,167.76,50.22,23.04
5e2c63c0-5485-4591-b9d1-8722ab68fbcd,INV100076,2025-07-27,BIS_NES_126G,Biscoito Bono Nestlé 126g,Nestlé,Alimentos,Atacado Norte,Fortaleza,PR,10,4.33,2.79,43.3,E-commerce B2B,Hortifruti,Cartão,27.9,15.4,35.57
b6dc26f3-cf73-489e-9cf7-08f65b603cb4,INV100077,2025-07-19,OMO_LIQ_3L,Líquido para lavar Omo 3L,Omo,Limpeza,Supply Brasil,São Paulo,BA,17,43.18,30.45,734.06,Loja Física,Mercado,Pix,517.65,216.41,29.48
6324fc14-ebad-433a-9b93-0aacdeaa6f9e,INV100078,2025-08-24,FEJ_KCL_1KG,Feijão Carioca Kicaldo 1kg,Kicaldo,Alimentos,Distribuidora ABC,Porto Alegre,RS,6,8.46,6.07,50.76,E-commerce B2B,Padaria,Boleto,36.42,14.34,28.25
9fc9144f-2171-47d6-8808-55401ca5a103,INV100079,2025-07-22,OMO_LIQ_3L,Líquido para lavar Omo 3L,Omo,Limpeza,Distribuidora ABC,Brasília,RS,21,43.64,30.31,916.44,Loja Física,Revenda,Pix,636.51,279.93,30.55
53aa623d-db2f-4774-b5b4-afcd7f6f5d6b,INV100080,2025-07-24,FRU_POL_1KG,Polpa de Fruta Açaí 1kg,PolpaBR,Alimentos,Distribuidora ABC,Belo Horizonte,PR,7,26.8,18.21,187.6,Loja Física,Mercado,Dinheiro,127.47,60.13,32.05
8981864c-79a6-4ff8-94fa-b68be6d54ae1,INV100081,2025-08-19,BOL_CAC_400G,Bolo Caseiro Congelado 400g,ArteBakery,Alimentos,Central de Marcas,Fortaleza,RS,10,8.6,5.51,86.0,Loja Física,Restaurante,Boleto,55.1,30.9,35.93
94276127-957a-40c4-ae93-a2c6d842876c,INV100082,2025-09-01,CAF_PIL_500G,Café Pilão 500g,Pilão,Alimentos,Supply Brasil,Rio de Janeiro,DF,7,12.26,8.81,85.82,E-commerce B2B,Revenda,Cartão,61.67,24.15,28.14
e99a6c3a-aff1-43dc-9ee8-11b7f1dadf76,INV100083,2025-08-25,DET_YPE_500ML,Detergente Ypê 500ml,Ypê,Limpeza,Supply Brasil,Salvador,SP,30,3.22,1.75,96.6,E-commerce B2B,Hortifruti,Boleto,52.5,44.1,45.65
b0557d37-438b-4c75-8843-06f3e1b5e8bb,INV100084,2025-08-06,OLE_OLI_500ML,Azeite de Oliva Gallo 500ml,Gallo,Alimentos,Central de Marcas,Belo Horizonte,CE,11,36.46,24.1,401.06,Loja Física,Padaria,Dinheiro,265.1,135.96,33.9
d9a1383c-630c-42fc-9f1d-52544aa9c0e0,INV100085,2025-07-31,FRU_POL_1KG,Polpa de Fruta Açaí 1kg,PolpaBR,Alimentos,Supply Brasil,Manaus,AM,9,28.02,18.01,252.18,Loja Física,Padaria,Cartão,162.09,90.09,35.72
19630ffe-392d-4b2e-a21e-c6862f927d04,INV100086,2025-09-06,FAR_DBN_1KG,Farinha de Trigo Dona Benta 1kg,Dona Benta,Alimentos,Distribuidora ABC,Curitiba,AM,5,6.14,3.96,30.7,Loja Física,Hortifruti,Cartão,19.8,10.9,35.5
04eb053c-b6c7-47e4-8f7d-a6ea5b10b064,INV100087,2025-08-25,DET_YPE_500ML,Detergente Ypê 500ml,Ypê,Limpeza,Distribuidora ABC,Manaus,BA,16,3.21,1.84,51.36,Loja Física,Restaurante,Cartão,29.44,21.92,42.68
ef594d76-d602-4216-9866-d62ae53ca961,INV100088,2025-07-30,SAB_OMO_2KG,Sabão em Pó Omo 2kg,Omo,Limpeza,Supply Brasil,Curitiba,PA,18,21.34,14.77,384.12,Loja Física,Restaurante,Boleto,265.86,118.26,30.79
2501a616-c006-4a2d-a6c2-9b61d6a7b67f,INV100089,2025-08-29,REF_COCA_2L,Refrigerante Coca-Cola 2L,Coca-Cola,Bebidas,Supply Brasil,Porto Alegre,AM,18,10.3,6.47,185.4,E-commerce B2B,Hortifruti,Cartão,116.46,68.94,37.18
af1922fd-4fc4-4ce3-b75e-af0b4af1b762,INV100090,2025-07-15,OLE_SOY_900ML,Óleo de Soja Soya 900ml,Soya,Alimentos,Mega Fornecedores,Fortaleza,RS,11,7.61,5.14,83.71,Loja Física,Padaria,Cartão,56.54,27.17,32.46
19f62a36-a4c6-4590-9e94-8a853d846a51,INV100091,2025-08-18,QUE_POL_300G,Queijo Prato Fatiado 300g (marca genérica),Laticínios BR,Alimentos,Central de Marcas,Belém,BA,11,18.59,12.66,204.49,Loja Física,Hortifruti,Cartão,139.26,65.23,31.9
4fbbb70c-4dd8-4f83-a3b6-79a74acda13b,INV100092,2025-07-30,FAR_DBN_1KG,Farinha de Trigo Dona Benta 1kg,Dona Benta,Alimentos,Mega Fornecedores,Salvador,RJ,7,6.15,4.03,43.05,E-commerce B2B,Restaurante,Boleto,28.21,14.84,34.47
f1c8b7ae-9bdb-4ba6-8914-186a7d7af246,INV100093,2025-08-30,AGU_SGN_20L,Água Mineral São Geraldo 20L,São Geraldo,Bebidas,Supply Brasil,Belém,DF,16,26.87,17.69,429.92,Loja Física,Mercado,Pix,283.04,146.88,34.16
aa5eaddb-978b-4d95-85e9-144efd80388b,INV100094,2025-08-01,FAR_DBN_1KG,Farinha de Trigo Dona Benta 1kg,Dona Benta,Alimentos,Mega Fornecedores,Curitiba,SP,17,6.03,3.93,102.51,E-commerce B2B,Restaurante,Cartão,66.81,35.7,34.83
361bc4dc-ecf5-4dbd-9231-2979b6f6a645,INV100095,2025-07-17,MOL_TOM_340G,Molho de Tomate Quero 340g,Quero,Alimentos,Mega Fornecedores,Manaus,RJ,5,3.69,2.13,18.45,Representante,Padaria,Cartão,10.65,7.8,42.28
42070b90-7ed6-4d6c-87b5-76aad90bb087,INV100096,2025-08-13,BIS_NES_126G,Biscoito Bono Nestlé 126g,Nestlé,Alimentos,Mega Fornecedores,São Paulo,PR,13,4.32,2.82,56.16,Representante,Hortifruti,Boleto,36.66,19.5,34.72
ef5f6463-fdb5-4c05-a4e4-8cd88a63b500,INV100097,2025-07-18,REF_COCA_2L,Refrigerante Coca-Cola 2L,Coca-Cola,Bebidas,Distribuidora ABC,Brasília,SP,22,10.11,6.43,222.42,Loja Física,Padaria,Dinheiro,141.46,80.96,36.4
292c0a63-6120-4182-9a4f-56d634d01985,INV100098,2025-07-19,PAP_TOA_8RL,Toalha de Papel Cozinha 8 rolos,Scott,Higiene,Distribuidora ABC,Belém,CE,2,17.27,10.49,34.54,E-commerce B2B,Padaria,Boleto,20.98,13.56,39.26
